enabled,name,type,location_hint,direct_url,direct_url_2,direct_url_3,direct_url_4,direct_url_5,direct_url_6,direct_url_7,direct_url_8,direct_url_9,direct_url_10,linkedin_jobs_url,hellowork_jobs_url,indeed_jobs_url,welcome_jobs_url,extra_keywords,url_status,url_note,checked_on
yes,BIOSERENITY MEDICAL SERVICES GROUP,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=BIOSERENITY+MEDICAL+SERVICES+GROUP+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=BIOSERENITY+MEDICAL+SERVICES+GROUP+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=BIOSERENITY+MEDICAL+SERVICES+GROUP+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=BIOSERENITY+MEDICAL+SERVICES+GROUP+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,INSPIRE MEDICAL SYSTEMS FRANCE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=INSPIRE+MEDICAL+SYSTEMS+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=INSPIRE+MEDICAL+SYSTEMS+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=INSPIRE+MEDICAL+SYSTEMS+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=INSPIRE+MEDICAL+SYSTEMS+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,THERYQ,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=THERYQ+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=THERYQ+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=THERYQ+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=THERYQ+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,3SHAPE FRANCE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=3SHAPE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=3SHAPE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=3SHAPE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=3SHAPE+FRANCE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,VANTIVE S.A.S.,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=VANTIVE+S.A.S.+source+entreprises.csv%3B+M%C3%A9dicaments+humains%2CDispositifs+m%C3%A9dicaux%3B+ville+GUYANCOURT%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=VANTIVE+S.A.S.+source+entreprises.csv%3B+M%C3%A9dicaments+humains%2CDispositifs+m%C3%A9dicaux%3B+ville+GUYANCOURT%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=VANTIVE+S.A.S.+source+entreprises.csv%3B+M%C3%A9dicaments+humains%2CDispositifs+m%C3%A9dicaux%3B+ville+GUYANCOURT%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=VANTIVE+S.A.S.+source+entreprises.csv%3B+M%C3%A9dicaments+humains%2CDispositifs+m%C3%A9dicaux%3B+ville+GUYANCOURT%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Médicaments humains,Dispositifs médicaux; ville GUYANCOURT; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,OWANDY RADIOLOGY,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=OWANDY+RADIOLOGY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+CROISSY-BEAUBOURG%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=OWANDY+RADIOLOGY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+CROISSY-BEAUBOURG%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=OWANDY+RADIOLOGY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+CROISSY-BEAUBOURG%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=OWANDY+RADIOLOGY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+CROISSY-BEAUBOURG%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville CROISSY-BEAUBOURG; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,NOVA BIOMEDICAL FRANCE,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=NOVA+BIOMEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%2CAutres%3B+ville+LES+ULIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=NOVA+BIOMEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%2CAutres%3B+ville+LES+ULIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=NOVA+BIOMEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%2CAutres%3B+ville+LES+ULIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=NOVA+BIOMEDICAL+FRANCE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux+de+diagnostic+in+vitro%2CDispositifs+m%C3%A9dicaux%2CAutres%3B+ville+LES+ULIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux de diagnostic in vitro,Dispositifs médicaux,Autres; ville LES ULIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,ECHOVITALIS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=ECHOVITALIS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=ECHOVITALIS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=ECHOVITALIS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=ECHOVITALIS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+ANTONY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville ANTONY; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,COLLIN MEDICAL,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=COLLIN+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+BAGNEUX%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=COLLIN+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+BAGNEUX%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=COLLIN+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+BAGNEUX%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=COLLIN+MEDICAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+BAGNEUX%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville BAGNEUX; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,SIEMENS HEALTHCARE SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=SIEMENS+HEALTHCARE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+COURBEVOIE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=SIEMENS+HEALTHCARE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+COURBEVOIE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=SIEMENS+HEALTHCARE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+COURBEVOIE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=SIEMENS+HEALTHCARE+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+COURBEVOIE%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville COURBEVOIE, ingénieur R&D, dispositif médical, innovation médicale, ville Saint-Denis",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,PHILIPS FRANCE COMMERCIAL,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=PHILIPS+FRANCE+COMMERCIAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+SURESNES%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=PHILIPS+FRANCE+COMMERCIAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+SURESNES%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=PHILIPS+FRANCE+COMMERCIAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+SURESNES%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=PHILIPS+FRANCE+COMMERCIAL+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+SURESNES%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv, Dispositifs médicaux, ville SURESNES, ingénieur R&D, dispositif médical, innovation médicale, ville Suresnes",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,MICROPORT SCIENTIFIC,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=MICROPORT+SCIENTIFIC+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MICROPORT+SCIENTIFIC+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=MICROPORT+SCIENTIFIC+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=MICROPORT+SCIENTIFIC+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,MEDTRONIC FRANCE S.A.S,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=MEDTRONIC+FRANCE+S.A.S+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Boulogne-Billancourt%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MEDTRONIC+FRANCE+S.A.S+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Boulogne-Billancourt%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=MEDTRONIC+FRANCE+S.A.S+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Boulogne-Billancourt%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=MEDTRONIC+FRANCE+S.A.S+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Boulogne-Billancourt%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Boulogne-Billancourt; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,WELLSPECT HEALTHCARE,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=WELLSPECT+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Rueil+Malmaison%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=WELLSPECT+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Rueil+Malmaison%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=WELLSPECT+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Rueil+Malmaison%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=WELLSPECT+HEALTHCARE+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Rueil+Malmaison%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Rueil Malmaison; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,MICROPORT ORTHOPEDICS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=MICROPORT+ORTHOPEDICS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=MICROPORT+ORTHOPEDICS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=MICROPORT+ORTHOPEDICS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=MICROPORT+ORTHOPEDICS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+PARIS%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville PARIS; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,BALT EXTRUSION SAS,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=BALT+EXTRUSION+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+MONTMORENCY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=BALT+EXTRUSION+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+MONTMORENCY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=BALT+EXTRUSION+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+MONTMORENCY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=BALT+EXTRUSION+SAS+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+MONTMORENCY%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville MONTMORENCY; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
yes,BIOSERENITY,entreprise,France,,,,,,,,,,,https://www.linkedin.com/jobs/search/?keywords=BIOSERENITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&location=France%20Suisse,https://www.hellowork.com/fr-fr/emploi/recherche.html?k=BIOSERENITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France,https://fr.indeed.com/jobs?q=BIOSERENITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&l=France%20Suisse,https://www.welcometothejungle.com/fr/jobs?query=BIOSERENITY+source+entreprises.csv%3B+Dispositifs+m%C3%A9dicaux%3B+ville+Paris%3B+ing%C3%A9nieur+R%26D%2C+dispositif+m%C3%A9dical%2C+innovation+m%C3%A9dicale&aroundQuery=France,"source entreprises.csv; Dispositifs médicaux; ville Paris; ingénieur R&D, dispositif médical, innovation médicale",from_uploaded_csv,"Entreprise issue du fichier entreprises.csv, ajoutée avec recherches job boards faute de page carrière officielle vérifiée.",2026-05-29
